row_id,sepal_length,sepal_width,petal_length,petal_width
IRIS-SCORE-00481,6.349,3.014,4.523,1.231
IRIS-SCORE-00482,6.05,3.026,5.383,2.087
IRIS-SCORE-00483,5.78,2.499,4.357,1.449
IRIS-SCORE-00484,5.535,2.955,3.648,1.215
IRIS-SCORE-00485,6.618,3.287,5.746,2.248
IRIS-SCORE-00486,6.317,3.316,4.922,1.993
IRIS-SCORE-00487,6.023,2.99,5.945,2.241
IRIS-SCORE-00488,7.088,2.907,5.976,1.895
IRIS-SCORE-00489,6.485,2.931,5.301,2.035
IRIS-SCORE-00490,5.892,2.861,4.08,1.415
IRIS-SCORE-00491,6.654,3.179,4.324,1.231
IRIS-SCORE-00492,7.629,3.424,6.342,1.704
IRIS-SCORE-00493,5.144,2.04,3.37,1.008
IRIS-SCORE-00494,6.524,3.401,5.323,2.427
IRIS-SCORE-00495,6.499,2.7,5.588,1.86
IRIS-SCORE-00496,7.075,3.269,5.898,2.149
IRIS-SCORE-00497,6.842,3.227,6.025,2.263
IRIS-SCORE-00498,6.88,3.512,6.058,2.555
IRIS-SCORE-00499,6.68,2.709,5.332,1.794
IRIS-SCORE-00500,6.467,2.802,4.494,1.322
IRIS-SCORE-00501,6.041,3.085,3.953,1.26
IRIS-SCORE-00502,7.033,3.123,6.305,2.392
IRIS-SCORE-00503,6.888,3.423,5.957,2.22
IRIS-SCORE-00504,5.392,2.741,3.906,1.067
IRIS-SCORE-00505,6.741,2.992,4.957,1.614
IRIS-SCORE-00506,7.077,3.411,5.828,2.221
IRIS-SCORE-00507,6.801,3.153,5.955,2.268
IRIS-SCORE-00508,6.533,2.764,5.777,1.901
IRIS-SCORE-00509,5.254,2.672,4.228,1.163
IRIS-SCORE-00510,6.076,3.396,4.114,1.598
IRIS-SCORE-00511,6.291,3.042,5.555,2.117
IRIS-SCORE-00512,6.002,2.944,4.836,1.51
IRIS-SCORE-00513,5.994,3.404,4.34,1.468
IRIS-SCORE-00514,7.02,3.214,5.871,2.621
IRIS-SCORE-00515,5.975,2.335,3.866,1.156
IRIS-SCORE-00516,6.279,3.21,4.841,1.699
IRIS-SCORE-00517,5.812,2.382,5.279,1.65
IRIS-SCORE-00518,6.835,3.399,5.407,2.244
IRIS-SCORE-00519,5.598,2.025,3.931,1.049
IRIS-SCORE-00520,5.998,3.122,4.389,1.42
IRIS-SCORE-00521,6.329,2.625,4.169,1.195
IRIS-SCORE-00522,8.172,3.534,6.389,2.229
IRIS-SCORE-00523,5.895,2.713,4.26,1.308
IRIS-SCORE-00524,7.173,2.958,6.311,1.728
IRIS-SCORE-00525,6.963,2.562,5.644,1.733
IRIS-SCORE-00526,6.678,2.866,5.668,1.854
IRIS-SCORE-00527,5.835,2.585,3.655,1.165
IRIS-SCORE-00528,6.434,2.679,5.222,1.613
IRIS-SCORE-00529,5.66,2.633,3.98,1.301
IRIS-SCORE-00530,6.068,3.046,4.039,1.449
IRIS-SCORE-00531,6.719,3.247,4.868,1.553
IRIS-SCORE-00532,6.669,2.952,4.367,1.403
IRIS-SCORE-00533,4.968,2.292,3.55,1.015
IRIS-SCORE-00534,6.831,2.84,5.724,2.228
IRIS-SCORE-00535,7.738,2.945,6.607,1.947
IRIS-SCORE-00536,6.152,3.02,4.707,1.656
IRIS-SCORE-00537,5.937,2.617,4.638,1.523
IRIS-SCORE-00538,6.837,3.543,5.649,2.438
IRIS-SCORE-00539,6.857,2.947,5.251,2.233
IRIS-SCORE-00540,6.237,2.763,4.593,1.43
IRIS-SCORE-00541,6.972,2.89,6.286,2.003
IRIS-SCORE-00542,5.515,2.821,4.085,1.266
IRIS-SCORE-00543,6.198,2.894,5.54,2.366
IRIS-SCORE-00544,5.645,2.349,3.391,0.997
IRIS-SCORE-00545,6.843,2.95,6.212,2.121
IRIS-SCORE-00546,6.513,3.038,4.62,1.354
IRIS-SCORE-00547,7.063,2.531,5.603,1.759
IRIS-SCORE-00548,6.223,2.946,4.106,1.316
IRIS-SCORE-00549,5.311,2.445,3.69,1.268
IRIS-SCORE-00550,5.65,3.128,4.046,1.367
IRIS-SCORE-00551,6.262,3.052,5.354,2.315
IRIS-SCORE-00552,6.138,2.779,4.521,1.369
IRIS-SCORE-00553,6.661,3.051,5.391,2.035
IRIS-SCORE-00554,6.033,2.886,4.454,1.438
IRIS-SCORE-00555,7.263,3.08,6.177,2.415
IRIS-SCORE-00556,6.089,2.526,5.186,1.773
IRIS-SCORE-00557,6.078,3.11,5.16,2.308
IRIS-SCORE-00558,6.587,2.535,4.932,1.487
IRIS-SCORE-00559,6.563,3.336,4.74,1.59
IRIS-SCORE-00560,6.868,2.833,6.104,2.119
IRIS-SCORE-00561,7.027,2.648,6.181,1.896
IRIS-SCORE-00562,6.149,2.523,4.694,1.426
IRIS-SCORE-00563,6.305,2.794,4.932,1.574
IRIS-SCORE-00564,6.635,2.82,5.275,1.665
IRIS-SCORE-00565,5.608,2.663,3.842,1.112
IRIS-SCORE-00566,6.166,2.474,4.454,1.316
IRIS-SCORE-00567,6.023,3.289,4.331,1.37
IRIS-SCORE-00568,5.088,2.542,3.291,1.069
IRIS-SCORE-00569,6.178,2.798,5.259,1.899
IRIS-SCORE-00570,7.117,3.441,6.03,1.973
IRIS-SCORE-00571,6.154,2.731,4.697,1.527
IRIS-SCORE-00572,5.834,2.575,5.182,2.105
IRIS-SCORE-00573,6.961,2.918,5.971,2.143
IRIS-SCORE-00574,5.337,2.559,4.029,1.208
IRIS-SCORE-00575,7.018,2.488,5.91,1.988
IRIS-SCORE-00576,6.861,3.258,5.856,2.32
IRIS-SCORE-00577,6.849,3.072,6.243,2.405
IRIS-SCORE-00578,6.176,2.681,5.833,1.95
IRIS-SCORE-00579,7.041,3.253,6.226,2.349
IRIS-SCORE-00580,6.414,2.612,5.438,1.717
IRIS-SCORE-00581,6.069,2.393,3.961,1.291
IRIS-SCORE-00582,6.446,2.844,4.465,1.445
IRIS-SCORE-00583,5.353,2.516,3.234,0.999
IRIS-SCORE-00584,7.015,3.379,5.707,2.032
IRIS-SCORE-00585,5.494,2.88,4.218,1.497
IRIS-SCORE-00586,6.994,2.926,6.215,2.281
IRIS-SCORE-00587,5.986,3.091,4.545,1.667
IRIS-SCORE-00588,5.174,2.798,3.2,1.083
IRIS-SCORE-00589,6.005,2.835,4.226,1.32
IRIS-SCORE-00590,7.177,2.875,5.906,2.063
IRIS-SCORE-00591,6.318,2.373,5.102,1.732
IRIS-SCORE-00592,5.84,2.793,4.073,1.362
IRIS-SCORE-00593,7.2,3.06,6.008,2.354
IRIS-SCORE-00594,7.157,3.497,6.118,2.244
IRIS-SCORE-00595,5.409,2.649,4.231,1.258
IRIS-SCORE-00596,6.068,2.758,5.184,1.793
IRIS-SCORE-00597,7.531,3.533,6.71,2.249
IRIS-SCORE-00598,7.149,2.901,6.256,1.883
IRIS-SCORE-00599,5.71,2.571,3.963,1.109
IRIS-SCORE-00600,6.365,2.793,5.838,1.592
IRIS-SCORE-00601,6.133,2.586,4.579,1.303
IRIS-SCORE-00602,6.816,2.866,5.698,2.109
IRIS-SCORE-00603,6.045,2.854,4.089,1.296
IRIS-SCORE-00604,5.611,2.675,3.539,1.055
IRIS-SCORE-00605,6.308,2.328,5.358,2.05
IRIS-SCORE-00606,5.569,3.015,4.103,1.396
IRIS-SCORE-00607,6.761,2.295,5.517,1.754
IRIS-SCORE-00608,6.033,2.76,5.038,1.637
IRIS-SCORE-00609,6.337,2.8,4.989,1.867
IRIS-SCORE-00610,5.218,2.85,3.899,1.358
IRIS-SCORE-00611,5.811,3.198,4.004,1.216
IRIS-SCORE-00612,5.867,3.051,3.96,1.305
IRIS-SCORE-00613,6.562,3.024,5.521,2.066
IRIS-SCORE-00614,7.226,3.281,6.157,1.883
IRIS-SCORE-00615,6.058,2.889,5.543,1.821
IRIS-SCORE-00616,6.586,2.727,5.149,2.081
IRIS-SCORE-00617,5.918,2.64,4.665,1.505
IRIS-SCORE-00618,7.123,3.081,5.677,2.488
IRIS-SCORE-00619,5.46,3.115,4.326,1.373
IRIS-SCORE-00620,5.357,2.477,4.076,1.224
IRIS-SCORE-00621,6.465,3.001,4.625,1.41
IRIS-SCORE-00622,6.231,2.948,5.319,2.431
IRIS-SCORE-00623,7.347,3.252,5.54,1.514
IRIS-SCORE-00624,5.407,2.738,3.739,1.114
IRIS-SCORE-00625,6.012,1.959,3.906,0.942
IRIS-SCORE-00626,5.764,2.53,5.338,1.948
IRIS-SCORE-00627,5.369,2.474,4.346,1.376
IRIS-SCORE-00628,5.767,3.071,4.458,1.845
IRIS-SCORE-00629,6.345,2.563,4.673,1.346
IRIS-SCORE-00630,6.451,2.758,5.487,2.09
IRIS-SCORE-00631,6.37,2.832,5.051,1.894
IRIS-SCORE-00632,5.688,2.493,4.765,1.975
IRIS-SCORE-00633,5.828,3.045,5.156,1.929
IRIS-SCORE-00634,5.357,2.584,3.325,1.171
IRIS-SCORE-00635,6.691,3.24,5.121,1.884
IRIS-SCORE-00636,6.871,2.867,5.848,2.238
IRIS-SCORE-00637,6.303,3.165,4.486,1.445
IRIS-SCORE-00638,5.533,2.832,3.807,1.304
IRIS-SCORE-00639,5.646,2.191,4.248,1.38
IRIS-SCORE-00640,5.577,2.975,4.506,1.526
IRIS-SCORE-00641,7.439,3.386,6.283,2.281
IRIS-SCORE-00642,5.008,2.503,3.612,1.017
IRIS-SCORE-00643,5.718,2.561,4.534,1.224
IRIS-SCORE-00644,5.953,2.708,4.189,1.398
IRIS-SCORE-00645,5.231,2.675,3.713,1.287
IRIS-SCORE-00646,6.023,2.87,4.529,1.491
IRIS-SCORE-00647,5.591,2.874,4.894,2.241
IRIS-SCORE-00648,6.63,3.087,4.746,1.506
IRIS-SCORE-00649,6.569,3.007,5.691,1.934
IRIS-SCORE-00650,5.017,2.253,3.856,1.137
IRIS-SCORE-00651,6.495,2.982,5.396,1.762
IRIS-SCORE-00652,6.312,2.476,5.386,1.441
IRIS-SCORE-00653,7.001,2.712,6.061,1.725
IRIS-SCORE-00654,6.803,3.183,5.246,1.543
IRIS-SCORE-00655,6.03,3.162,5.517,2.144
IRIS-SCORE-00656,5.57,2.502,4.424,1.786
IRIS-SCORE-00657,6.231,2.757,4.839,1.923
IRIS-SCORE-00658,6.435,2.893,4.826,1.78
IRIS-SCORE-00659,6.483,2.751,5.018,1.387
IRIS-SCORE-00660,6.047,2.856,4.171,1.31
IRIS-SCORE-00661,6.597,3.028,4.785,1.677
IRIS-SCORE-00662,6.832,2.788,6.192,2.201
IRIS-SCORE-00663,6.85,3.032,5.08,1.735
IRIS-SCORE-00664,5.68,2.813,3.853,1.08
IRIS-SCORE-00665,6.166,3.272,4.179,1.528
IRIS-SCORE-00666,6.357,3.066,4.648,1.574
IRIS-SCORE-00667,7.453,3.213,5.681,1.938
IRIS-SCORE-00668,5.64,3.148,4.482,1.567
IRIS-SCORE-00669,6.102,3.648,5.132,2.407
IRIS-SCORE-00670,6.893,3.256,6.036,2.062
IRIS-SCORE-00671,7.013,3.124,5.467,1.969
IRIS-SCORE-00672,6.102,3.311,4.271,1.451
IRIS-SCORE-00673,5.666,2.507,4.838,1.663
IRIS-SCORE-00674,6.867,2.974,5.606,1.767
IRIS-SCORE-00675,6.465,2.73,5.363,2.008
IRIS-SCORE-00676,7.056,3.097,5.603,2.021
IRIS-SCORE-00677,6.314,2.872,5.044,1.603
IRIS-SCORE-00678,5.857,3.057,4.506,1.5
IRIS-SCORE-00679,6.073,2.643,4.758,1.948
IRIS-SCORE-00680,6.757,2.393,5.651,1.883
IRIS-SCORE-00681,6.755,3.168,5.835,2.401
IRIS-SCORE-00682,6.365,3.17,5.208,2.163
IRIS-SCORE-00683,6.284,3.492,5.331,2.096
IRIS-SCORE-00684,5.166,2.805,4.35,1.467
IRIS-SCORE-00685,6.718,3.165,5.567,2.497
IRIS-SCORE-00686,7.593,2.642,6.099,1.927
IRIS-SCORE-00687,6.516,3.088,5.422,2.099
IRIS-SCORE-00688,6.608,2.616,4.532,1.446
IRIS-SCORE-00689,6.714,2.917,5.332,2.009
IRIS-SCORE-00690,6.746,3.129,5.985,1.986
IRIS-SCORE-00691,5.734,2.884,5.653,2.102
IRIS-SCORE-00692,6.472,3.217,4.931,1.673
IRIS-SCORE-00693,5.648,2.544,4.823,2.003
IRIS-SCORE-00694,7.011,2.458,5.293,1.836
IRIS-SCORE-00695,5.888,2.985,4.628,1.378
IRIS-SCORE-00696,6.618,2.997,6.068,2.336
IRIS-SCORE-00697,6.323,3.089,4.389,1.416
IRIS-SCORE-00698,7.384,2.759,6.114,1.846
IRIS-SCORE-00699,6.333,3.217,5.296,1.967
IRIS-SCORE-00700,6.278,2.986,4.399,1.358
IRIS-SCORE-00701,6.848,2.935,5.821,2.359
IRIS-SCORE-00702,6.016,2.949,5.272,1.59
IRIS-SCORE-00703,6.334,2.542,5.676,1.709
IRIS-SCORE-00704,6.71,2.473,5.643,1.808
IRIS-SCORE-00705,6.097,2.562,4.321,1.575
IRIS-SCORE-00706,6.208,2.855,5.41,1.814
IRIS-SCORE-00707,6.2,2.956,5.096,1.463
IRIS-SCORE-00708,6.266,2.848,4.7,1.608
IRIS-SCORE-00709,5.802,3.13,4.897,1.769
IRIS-SCORE-00710,5.406,2.842,4.206,1.285
IRIS-SCORE-00711,6.677,3.177,5.661,1.799
IRIS-SCORE-00712,6.61,3.152,5.978,2.304
IRIS-SCORE-00713,6.19,2.92,5.078,1.948
IRIS-SCORE-00714,7.215,3.355,5.802,2.264
IRIS-SCORE-00715,6.761,3.095,5.599,2.085
IRIS-SCORE-00716,6.292,2.925,4.446,1.175
IRIS-SCORE-00717,6.319,3.021,4.381,1.46
IRIS-SCORE-00718,7.305,2.592,6.041,1.835
IRIS-SCORE-00719,5.88,2.641,4.648,1.648
IRIS-SCORE-00720,7.898,3.887,6.574,2.53
IRIS-SCORE-00721,5.354,2.331,3.768,1.083
IRIS-SCORE-00722,6.094,2.959,5.074,1.83
IRIS-SCORE-00723,7.434,3.318,6.116,2.313
IRIS-SCORE-00724,6.782,2.717,5.612,1.969
IRIS-SCORE-00725,6.524,2.991,3.999,1.281
IRIS-SCORE-00726,6.38,2.234,4.67,1.23
IRIS-SCORE-00727,6.539,3.121,5.632,2.322
IRIS-SCORE-00728,7.373,2.612,5.636,2.041
IRIS-SCORE-00729,5.592,2.527,3.828,1.175
IRIS-SCORE-00730,5.615,2.347,4.24,1.257
IRIS-SCORE-00731,6.111,2.892,3.828,1.224
IRIS-SCORE-00732,7.636,2.961,5.86,2.402
IRIS-SCORE-00733,6.097,3.018,5.162,1.793
IRIS-SCORE-00734,6.185,3.278,5.588,1.914
IRIS-SCORE-00735,6.372,2.728,4.039,1.317
IRIS-SCORE-00736,5.36,2.56,3.988,1.398
IRIS-SCORE-00737,6.049,2.554,4.289,1.178
IRIS-SCORE-00738,6.751,3.071,5.248,2.188
IRIS-SCORE-00739,6.164,2.604,5.228,1.771
IRIS-SCORE-00740,6.996,2.66,6.337,2.078
IRIS-SCORE-00741,6.917,2.506,6.157,1.972
IRIS-SCORE-00742,6.187,2.977,4.901,1.481
IRIS-SCORE-00743,6.771,2.349,5.996,1.543
IRIS-SCORE-00744,7.414,3.171,6.362,2.32
IRIS-SCORE-00745,5.861,2.632,4.1,1.314
IRIS-SCORE-00746,5.968,2.678,4.401,1.237
IRIS-SCORE-00747,6.154,2.98,4.554,1.426
IRIS-SCORE-00748,5.457,2.181,4.038,1.312
IRIS-SCORE-00749,5.629,2.761,5.021,2.188
IRIS-SCORE-00750,7.042,3.347,6.216,2.278
IRIS-SCORE-00751,5.752,2.63,4.291,1.27
IRIS-SCORE-00752,6.94,3.222,5.753,2.48
IRIS-SCORE-00753,6.26,3.149,4.66,1.466
IRIS-SCORE-00754,6.217,3.042,4.6,1.4
IRIS-SCORE-00755,5.386,2.746,4.533,1.754
IRIS-SCORE-00756,5.715,2.459,4.839,1.756
IRIS-SCORE-00757,5.869,1.888,3.738,1.084
IRIS-SCORE-00758,6.012,3.142,5.023,1.831
IRIS-SCORE-00759,6.115,2.816,4.262,1.349
IRIS-SCORE-00760,6.879,2.925,5.723,2.164
IRIS-SCORE-00761,5.824,2.806,4.295,1.408
IRIS-SCORE-00762,5.137,3.479,4.771,2.406
IRIS-SCORE-00763,7.0,3.52,6.265,2.367
IRIS-SCORE-00764,6.965,3.509,6.215,2.378
IRIS-SCORE-00765,5.169,2.731,3.536,1.1
IRIS-SCORE-00766,5.852,2.983,4.422,2.392
IRIS-SCORE-00767,5.514,2.881,4.605,1.851
IRIS-SCORE-00768,6.403,3.632,5.766,2.219
IRIS-SCORE-00769,6.139,3.081,5.413,2.133
IRIS-SCORE-00770,6.092,2.716,3.971,1.234
IRIS-SCORE-00771,5.285,3.06,4.343,1.39
IRIS-SCORE-00772,6.148,2.656,4.621,1.373
IRIS-SCORE-00773,6.753,2.969,4.651,1.367
IRIS-SCORE-00774,5.507,2.522,4.468,1.511
IRIS-SCORE-00775,6.536,2.765,5.369,1.649
IRIS-SCORE-00776,5.821,2.639,4.9,1.847
IRIS-SCORE-00777,5.51,2.658,4.309,1.406
IRIS-SCORE-00778,7.212,3.237,5.839,2.407
IRIS-SCORE-00779,5.468,2.411,4.109,1.184
IRIS-SCORE-00780,6.977,3.17,5.32,2.318
IRIS-SCORE-00781,5.791,2.491,4.813,1.621
IRIS-SCORE-00782,6.809,2.966,5.874,1.786
IRIS-SCORE-00783,7.775,3.273,6.461,2.265
IRIS-SCORE-00784,6.07,2.84,4.357,1.356
IRIS-SCORE-00785,7.089,3.318,6.223,2.347
IRIS-SCORE-00786,5.591,2.756,4.366,1.35
IRIS-SCORE-00787,6.775,3.293,5.724,2.146
IRIS-SCORE-00788,5.591,2.41,3.296,1.018
IRIS-SCORE-00789,7.24,3.145,5.781,1.99
IRIS-SCORE-00790,6.837,3.129,5.297,2.365
IRIS-SCORE-00791,6.192,3.122,5.234,1.787
IRIS-SCORE-00792,6.418,2.716,4.503,1.232
IRIS-SCORE-00793,6.918,3.079,5.779,2.003
IRIS-SCORE-00794,6.945,3.167,5.689,1.992
IRIS-SCORE-00795,5.915,2.599,4.587,1.39
IRIS-SCORE-00796,6.09,2.809,4.476,1.257
IRIS-SCORE-00797,6.593,3.062,4.772,1.59
IRIS-SCORE-00798,5.837,2.851,4.81,1.496
IRIS-SCORE-00799,6.398,2.88,5.022,2.278
IRIS-SCORE-00800,6.097,2.805,4.546,1.337
IRIS-SCORE-00801,5.941,2.563,4.333,1.462
IRIS-SCORE-00802,5.88,2.826,3.885,1.192
IRIS-SCORE-00803,4.797,2.548,3.643,1.237
IRIS-SCORE-00804,5.662,2.496,3.791,1.235
IRIS-SCORE-00805,5.339,2.222,3.685,0.982
IRIS-SCORE-00806,5.594,2.946,3.489,1.188
IRIS-SCORE-00807,6.36,2.671,5.351,2.142
IRIS-SCORE-00808,6.644,3.547,4.905,1.543
IRIS-SCORE-00809,5.313,2.734,3.752,1.272
IRIS-SCORE-00810,5.606,2.671,5.302,2.56
IRIS-SCORE-00811,6.403,3.048,4.386,1.311
IRIS-SCORE-00812,5.933,2.688,5.325,1.827
IRIS-SCORE-00813,7.072,3.064,4.996,1.644
IRIS-SCORE-00814,5.746,2.724,4.345,1.362
IRIS-SCORE-00815,6.316,2.844,4.286,1.322
IRIS-SCORE-00816,6.212,2.818,3.984,0.969
IRIS-SCORE-00817,6.333,2.998,4.376,1.481
IRIS-SCORE-00818,5.92,2.858,4.382,1.423
IRIS-SCORE-00819,6.656,3.189,5.889,1.797
IRIS-SCORE-00820,7.165,3.197,6.478,2.056
IRIS-SCORE-00821,6.741,3.149,4.774,1.343
IRIS-SCORE-00822,6.749,2.798,5.718,1.97
IRIS-SCORE-00823,5.738,2.661,4.678,1.925
IRIS-SCORE-00824,6.722,2.849,5.696,1.626
IRIS-SCORE-00825,7.203,2.756,5.764,1.702
IRIS-SCORE-00826,6.997,2.738,5.666,1.747
IRIS-SCORE-00827,5.157,2.632,4.228,1.407
IRIS-SCORE-00828,5.674,2.77,4.254,1.471
IRIS-SCORE-00829,5.734,2.871,3.604,1.179
IRIS-SCORE-00830,6.439,2.686,4.653,1.594
IRIS-SCORE-00831,6.039,2.487,4.856,1.792
IRIS-SCORE-00832,6.291,2.725,4.38,1.45
IRIS-SCORE-00833,7.062,3.378,5.933,2.056
IRIS-SCORE-00834,7.191,3.156,6.195,2.11
IRIS-SCORE-00835,5.411,2.184,4.846,1.863
IRIS-SCORE-00836,7.612,3.481,6.178,2.037
IRIS-SCORE-00837,6.748,3.199,5.814,2.061
IRIS-SCORE-00838,7.046,2.935,6.153,2.306
IRIS-SCORE-00839,5.577,2.815,4.599,1.929
IRIS-SCORE-00840,5.256,2.524,4.377,1.858
IRIS-SCORE-00841,6.417,2.952,4.431,1.701
IRIS-SCORE-00842,6.783,3.011,5.72,1.453
IRIS-SCORE-00843,5.651,3.016,4.539,1.429
IRIS-SCORE-00844,7.448,3.119,5.999,1.8
IRIS-SCORE-00845,5.186,2.771,3.835,1.263
IRIS-SCORE-00846,6.424,3.14,5.442,1.892
IRIS-SCORE-00847,6.461,3.296,5.426,2.067
IRIS-SCORE-00848,5.035,2.628,3.917,1.394
IRIS-SCORE-00849,6.81,2.774,5.6,1.911
IRIS-SCORE-00850,7.623,3.262,6.045,2.183
IRIS-SCORE-00851,5.928,3.222,4.396,1.528
IRIS-SCORE-00852,7.431,3.373,5.789,2.344
IRIS-SCORE-00853,6.563,2.717,5.145,1.615
IRIS-SCORE-00854,7.236,3.266,5.926,2.2
IRIS-SCORE-00855,7.066,3.476,5.776,2.435
IRIS-SCORE-00856,6.916,3.28,5.123,1.387
IRIS-SCORE-00857,6.597,3.206,4.856,1.639
IRIS-SCORE-00858,7.843,3.147,6.679,2.126
IRIS-SCORE-00859,5.304,3.211,4.127,1.498
IRIS-SCORE-00860,6.075,2.8,4.51,1.369
IRIS-SCORE-00861,6.036,2.959,3.757,1.111
IRIS-SCORE-00862,5.774,2.335,4.119,1.185
IRIS-SCORE-00863,6.136,3.082,5.143,1.954
IRIS-SCORE-00864,6.035,2.995,5.547,2.039
IRIS-SCORE-00865,7.119,3.385,5.777,2.138
IRIS-SCORE-00866,7.418,3.168,6.297,2.447
IRIS-SCORE-00867,6.674,3.05,5.372,2.387
IRIS-SCORE-00868,6.806,2.982,5.346,2.44
IRIS-SCORE-00869,5.756,2.632,3.988,1.282
IRIS-SCORE-00870,7.191,2.629,5.661,1.767
IRIS-SCORE-00871,6.507,3.563,5.688,1.897
IRIS-SCORE-00872,6.25,2.729,4.218,1.298
IRIS-SCORE-00873,7.925,2.692,6.905,2.16
IRIS-SCORE-00874,7.195,3.558,5.985,2.327
IRIS-SCORE-00875,5.616,3.01,4.789,2.378
IRIS-SCORE-00876,6.153,3.563,5.67,2.43
IRIS-SCORE-00877,6.136,3.07,5.421,2.075
IRIS-SCORE-00878,4.75,2.618,4.628,1.749
IRIS-SCORE-00879,5.721,2.83,4.619,1.576
IRIS-SCORE-00880,6.413,2.92,5.75,1.789
IRIS-SCORE-00881,7.096,2.696,5.713,1.99
IRIS-SCORE-00882,6.456,2.864,5.3,2.214
IRIS-SCORE-00883,6.662,2.933,5.764,2.045
IRIS-SCORE-00884,6.314,3.043,4.704,1.413
IRIS-SCORE-00885,6.873,3.806,5.8,2.493
IRIS-SCORE-00886,4.793,2.896,4.346,1.663
IRIS-SCORE-00887,7.103,3.597,6.062,2.092
IRIS-SCORE-00888,5.797,2.948,4.058,1.464
IRIS-SCORE-00889,7.057,2.676,6.138,2.228
IRIS-SCORE-00890,6.144,2.877,3.49,1.172
IRIS-SCORE-00891,6.897,3.208,5.875,2.329
IRIS-SCORE-00892,6.291,3.13,5.529,1.765
IRIS-SCORE-00893,5.607,3.036,4.135,1.365
IRIS-SCORE-00894,7.568,3.322,6.254,2.059
IRIS-SCORE-00895,6.117,2.75,5.008,1.642
IRIS-SCORE-00896,6.34,2.752,4.843,1.34
IRIS-SCORE-00897,5.475,2.701,3.738,1.19
IRIS-SCORE-00898,5.371,2.739,4.782,1.85
IRIS-SCORE-00899,6.107,3.241,5.184,2.162
IRIS-SCORE-00900,5.962,2.758,4.278,1.54
IRIS-SCORE-00901,6.558,2.741,4.679,1.293
IRIS-SCORE-00902,5.439,2.719,4.955,1.845
IRIS-SCORE-00903,5.414,2.607,4.068,1.131
IRIS-SCORE-00904,6.321,2.871,5.015,1.992
IRIS-SCORE-00905,6.83,3.038,6.561,1.887
IRIS-SCORE-00906,6.451,2.863,4.802,1.535
IRIS-SCORE-00907,6.308,2.546,4.059,1.226
IRIS-SCORE-00908,6.772,2.666,6.246,1.955
IRIS-SCORE-00909,5.77,2.923,4.5,1.158
IRIS-SCORE-00910,7.551,3.601,6.572,2.162
IRIS-SCORE-00911,5.019,2.377,4.014,1.226
IRIS-SCORE-00912,7.609,3.106,6.175,1.815
IRIS-SCORE-00913,5.63,2.727,4.783,2.124
IRIS-SCORE-00914,6.748,3.203,5.721,1.875
IRIS-SCORE-00915,6.959,3.176,5.687,1.941
IRIS-SCORE-00916,6.42,2.557,4.727,1.409
IRIS-SCORE-00917,7.819,3.211,6.54,1.981
IRIS-SCORE-00918,6.194,3.026,5.226,2.169
IRIS-SCORE-00919,6.97,2.681,5.974,1.676
IRIS-SCORE-00920,6.057,2.59,5.173,1.723
IRIS-SCORE-00921,5.609,2.323,3.978,0.983
IRIS-SCORE-00922,7.447,2.713,6.152,1.932
IRIS-SCORE-00923,6.859,3.156,5.891,2.414
IRIS-SCORE-00924,6.257,2.841,4.798,1.753
IRIS-SCORE-00925,7.523,2.972,5.938,1.529
IRIS-SCORE-00926,5.901,2.858,4.961,2.047
IRIS-SCORE-00927,6.424,2.487,4.996,1.478
IRIS-SCORE-00928,5.894,3.084,5.292,1.732
IRIS-SCORE-00929,5.499,2.687,4.239,1.336
IRIS-SCORE-00930,7.623,3.51,5.917,1.908
IRIS-SCORE-00931,5.695,2.516,3.65,1.176
IRIS-SCORE-00932,6.434,3.214,4.705,1.542
IRIS-SCORE-00933,7.079,3.574,5.948,1.811
IRIS-SCORE-00934,7.449,3.359,6.498,2.584
IRIS-SCORE-00935,6.007,2.298,4.351,1.352
IRIS-SCORE-00936,5.59,2.708,3.843,1.228
IRIS-SCORE-00937,5.53,2.521,4.331,1.137
IRIS-SCORE-00938,6.043,2.734,3.552,1.125
IRIS-SCORE-00939,6.013,2.91,4.575,1.321
IRIS-SCORE-00940,7.342,3.535,6.228,2.289
IRIS-SCORE-00941,6.112,3.026,5.494,2.375
IRIS-SCORE-00942,7.142,3.012,6.24,1.847
IRIS-SCORE-00943,5.234,2.866,3.779,1.084
IRIS-SCORE-00944,6.584,2.893,5.509,2.111
IRIS-SCORE-00945,6.048,2.444,3.978,1.025
IRIS-SCORE-00946,7.383,3.1,6.058,2.236
IRIS-SCORE-00947,6.093,3.494,4.95,2.086
IRIS-SCORE-00948,6.749,2.596,5.705,2.19
IRIS-SCORE-00949,5.957,2.982,4.811,1.582
IRIS-SCORE-00950,6.878,3.147,5.722,1.865
IRIS-SCORE-00951,6.854,3.001,4.187,1.097
IRIS-SCORE-00952,5.695,3.085,4.036,1.427
IRIS-SCORE-00953,6.606,3.309,5.086,1.831
IRIS-SCORE-00954,6.482,2.856,4.311,1.342
IRIS-SCORE-00955,6.689,2.991,5.291,1.804
IRIS-SCORE-00956,5.801,2.704,4.29,1.22
IRIS-SCORE-00957,5.306,2.778,4.366,1.753
IRIS-SCORE-00958,6.142,2.516,4.339,1.127
IRIS-SCORE-00959,5.952,2.329,5.196,1.836
IRIS-SCORE-00960,5.342,2.218,3.788,0.964
IRIS-SCORE-00961,7.452,3.268,6.21,2.07
